Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom,Alarm,Comment
lab1_0229/trial-01-0040/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\""]"", ""testcase"": ""array-pop""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports[0].name: Invalid value: ""ACTOKEY"": a lowercase RFC 1123 label must consist of lower case alphanumeric characters or \'-\', and must start and end with an alphanumeric character (e.g. \'my-name\',  or \'123-abc\', regex used for validation is \'[a-z0-9]([-a-z0-9]*[a-z0-9])?\'), spec.ports[0].protocol: Unsupported value: ""ACTOKEY"": supported values: ""SCTP"", ""TCP"", ""UDP"", spec.ports[1].name: Invalid value: ""ACTOKEY"": a lowercase RFC 1123 label must consist of lower case alphanumeric characters or \'-\', and must start and end with an alphanumeric character (e.g. \'my-name\',  or \'123-abc\', regex used for validation is \'[a-z0-9]([-a-z0-9]*[a-z0-9])?\'), spec.ports[1].name: Duplicate value: ""ACTOKEY"", spec.ports[1].port: Invalid value: 0: must be between 1 and 65535, inclusive, spec.ports[1].protocol: Unsupported value: ""ACTOKEY"": supported values: ""SCTP"", ""TCP"", ""UDP"", spec.ports[1].nodePort: Forbidden: may not be used when `type` is \'ClusterIP\']' responsible_property=[]",None,,,
lab1_0229/trial-01-0040/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0040/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\""]"", ""testcase"": ""array-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0040/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0041/0000,{},,,,,None,,,
lab1_0229/trial-01-0041/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\""]"", ""testcase"": ""array-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0042/0000,{},,,,,None,,,
lab1_0229/trial-01-0042/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0042/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0042/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0042/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0042/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\""]"", ""testcase"": ""array-empty""}",,,,,None,,,
lab1_0229/trial-01-0043/0000,{},,,,,None,,,
lab1_0229/trial-01-0043/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\"", 0, \""name\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports[0].port: Invalid value: 0: must be between 1 and 65535, inclusive, spec.ports[0].targetPort: Invalid value: 0: must be between 1 and 65535, inclusive]' responsible_property=[]",None,,,
lab1_0229/trial-01-0043/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0044/0000,{},,,,,None,,,
lab1_0229/trial-01-0044/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""nodes\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0044/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""nodes\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0044/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""nodes\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0044/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""nodes\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0044/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""items\"", 0]"", ""testcase"": ""object-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0045/0000,{},,,,,None,,,
lab1_0229/trial-01-0045/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""items\"", 0]"", ""testcase"": ""object-empty""}",,,,,None,,,
lab1_0229/trial-01-0045/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0045/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\"", 0, \""protocol\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports[0].protocol: Unsupported value: ""ACTOKEY"": supported values: ""SCTP"", ""TCP"", ""UDP""' responsible_property=[]",None,,,
lab1_0229/trial-01-0045/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0045/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\"", 0, \""protocol\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports[0].protocol: Unsupported value: ""ACTOKEY"": supported values: ""SCTP"", ""TCP"", ""UDP""' responsible_property=[]",None,,,
lab1_0229/trial-01-0045/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0045/0007,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ports\"", 0, \""protocol\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0046/0000,{},,,,,None,,,
lab1_0229/trial-01-0046/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""asVolumeFrom\""]"", ""testcase"": ""array-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0047/0000,{},,,,,None,,,
lab1_0229/trial-01-0047/0001,"{""field"": ""[\""spec\"", \""affinity\"", \""topologyKeys\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0047/0002,"{""field"": ""[\""spec\"", \""affinity\"", \""topologyKeys\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0047/0003,"{""field"": ""[\""spec\"", \""affinity\"", \""topologyKeys\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0047/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0, \""namespace\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0047/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0, \""namespace\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0047/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0, \""namespace\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0047/0007,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""serviceRefs\"", 0, \""namespace\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0047/0008,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""annotations\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0047/0009,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""annotations\""]"", ""testcase"": ""object-deletion""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='ACTOKEY', curr='NotPresent', path=[""spec"", ""componentSpecs"", 0, ""services"", 0, ""annotations"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0048/0000,{},,,,,None,,,
lab1_0229/trial-01-0048/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""annotations\""]"", ""testcase"": ""object-empty""}",,,,,None,,,
lab1_0229/trial-01-0049/0000,{},,,,,None,,,
lab1_0229/trial-01-0049/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""nodes\"", 0]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0049/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""nodes\"", 0]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0049/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""nodes\"", 0]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0049/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""nodes\"", 0]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0049/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""selector\"", \""ACTOKEY\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0049/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0049/0007,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""selector\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0049/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0049/0009,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""selector\"", \""ACTOKEY\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0049/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0050/0000,{},,,,,None,,,
lab1_0229/trial-01-0050/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""items\""]"", ""testcase"": ""array-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0051/0000,{},,,,,None,,,
lab1_0229/trial-01-0051/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""items\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0051/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0051/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""items\""]"", ""testcase"": ""array-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0052/0000,{},,,,,None,,,
lab1_0229/trial-01-0053/0000,{},,,,,None,,,
lab1_0229/trial-01-0053/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""type\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0053/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0054/0000,{},,,,,None,,,
lab1_0229/trial-01-0054/0001,"{""field"": ""[\""spec\"", \""backup\"", \""repoName\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: BackupPolicy.dataprotection.kubeblocks.io ""test-cluster-redis-backup-policy"" is invalid: spec.backupRepoName: Invalid value: ""ACTOKEY"": spec.backupRepoName in body should match \'^[a-z0-9]([a-z0-9\\.\\-]*[a-z0-9])?$\'' responsible_property=[]",None,,,
lab1_0229/trial-01-0054/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0054/0003,"{""field"": ""[\""spec\"", \""backup\"", \""repoName\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: BackupPolicy.dataprotection.kubeblocks.io ""test-cluster-redis-backup-policy"" is invalid: spec.backupRepoName: Invalid value: ""ACTOKEY"": spec.backupRepoName in body should match \'^[a-z0-9]([a-z0-9\\.\\-]*[a-z0-9])?$\'' responsible_property=[]",None,,,
lab1_0229/trial-01-0054/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0054/0005,"{""field"": ""[\""spec\"", \""backup\"", \""repoName\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0054/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""items\"", 0, \""mode\""]"", ""testcase"": ""number-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0055/0000,{},,,,,None,,,
lab1_0229/trial-01-0055/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""items\"", 0, \""mode\""]"", ""testcase"": ""number-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0056/0000,{},,,,,None,,,
lab1_0229/trial-01-0056/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0056/0002,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""clusterIP\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.clusterIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-01-0056/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0056/0004,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""clusterIP\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.clusterIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-01-0056/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0057/0000,{},,,,,None,,,
lab1_0229/trial-01-0057/0001,"{""field"": ""[\""spec\"", \""availabilityPolicy\""]"", ""testcase"": ""none""}",,,,,None,,,
lab1_0229/trial-01-0057/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""secretName\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0057/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""secretName\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0058/0000,{},,,,,None,,,
lab1_0229/trial-01-0058/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""secretName\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0058/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""secretName\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0058/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""secretName\""]"", ""testcase"": ""string-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0059/0000,{},,,,,None,,,
lab1_0229/trial-01-0059/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""mountPoint\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0060/0000,{},,,,,None,,,
lab1_0229/trial-01-0060/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""mountPoint\""]"", ""testcase"": ""string-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0061/0000,{},,,,,None,,,
lab1_0229/trial-01-0061/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""mountPoint\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0061/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0061/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0061/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""name\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0061/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0061/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""name\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0061/0007,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""name\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0061/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0062/0000,{},,,,,None,,,
lab1_0229/trial-01-0062/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilies\"", 0]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.ipFamilies[0]: Unsupported value: ""ACTOKEY"": supported values: ""IPv4"", ""IPv6""]' responsible_property=[]",None,,,
lab1_0229/trial-01-0062/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0062/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilies\"", 0]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.ipFamilies[0]: Unsupported value: """": supported values: ""IPv4"", ""IPv6""]' responsible_property=[]",None,,,
lab1_0229/trial-01-0062/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0063/0000,{},,,,,None,,,
lab1_0229/trial-01-0063/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""topologyKeys\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0063/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0063/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""topologyKeys\""]"", ""testcase"": ""array-empty""}",,,,,None,,,
lab1_0229/trial-01-0063/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0063/0005,"{""field"": ""[\""spec\"", \""affinity\"", \""podAntiAffinity\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0063/0006,"{""field"": ""[\""spec\"", \""affinity\"", \""podAntiAffinity\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0063/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0063/0008,"{""field"": ""[\""spec\"", \""affinity\"", \""podAntiAffinity\""]"", ""testcase"": ""Preferred""}",,,,,None,,,
lab1_0229/trial-01-0064/0000,{},,,,,None,,,
lab1_0229/trial-01-0064/0001,"{""field"": ""[\""spec\"", \""componentSpecs\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0064/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0064/0003,"{""field"": ""[\""spec\"", \""componentSpecs\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0064/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0064/0005,"{""field"": ""[\""spec\"", \""componentSpecs\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0064/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0064/0007,"{""field"": ""[\""spec\"", \""componentSpecs\""]"", ""testcase"": ""array-empty""}",,,,,None,,,
lab1_0229/trial-01-0064/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0064/0009,"{""field"": ""[\""spec\"", \""services\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-01-0064/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0065/0000,{},,,,,None,,,
lab1_0229/trial-01-0065/0001,"{""field"": ""[\""spec\"", \""services\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0065/0002,"{""field"": ""[\""spec\"", \""services\""]"", ""testcase"": ""array-push""}",,,,"message='Invalid input determined from status message: the component of service selector is not exist, service: ACTOKEY, component: ACTOKEY' responsible_property=[""spec"", ""services"", 0, ""annotations"", ""ACTOKEY""]",None,,,
lab1_0229/trial-01-0065/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0066/0000,{},,,,,None,,,
lab1_0229/trial-01-0066/0001,"{""field"": ""[\""spec\"", \""services\""]"", ""testcase"": ""array-empty""}",,,,,None,,,
lab1_0229/trial-01-0066/0002,"{""field"": ""[\""spec\"", \""replicas\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0066/0003,"{""field"": ""[\""spec\"", \""replicas\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-01-0066/0004,"{""field"": ""[\""spec\"", \""replicas\""]"", ""testcase"": ""number-change""}",,,,,None,,,
lab1_0229/trial-01-0067/0000,{},,,,,None,,,
lab1_0229/trial-01-0067/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""tolerations\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0067/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""tolerations\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0067/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""tolerations\""]"", ""testcase"": ""array-empty""}",,,,,None,,,
lab1_0229/trial-01-0067/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0067/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0067/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0067/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0067/0008,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\""]"", ""testcase"": ""array-empty""}",,,,,None,,,
lab1_0229/trial-01-0067/0009,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""defaultMode\""]"", ""testcase"": ""number-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0068/0000,{},,,,,None,,,
lab1_0229/trial-01-0068/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""configMap\"", \""defaultMode\""]"", ""testcase"": ""number-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0069/0000,{},,,,,None,,,
lab1_0229/trial-01-0069/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalIPs\"", 0]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.externalIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-01-0069/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0069/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalIPs\"", 0]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.externalIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-01-0069/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0070/0000,{},,,,,None,,,
lab1_0229/trial-01-0070/0001,"{""field"": ""[\""spec\"", \""backup\"", \""pitrEnabled\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0070/0002,"{""field"": ""[\""spec\"", \""backup\"", \""pitrEnabled\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0070/0003,"{""field"": ""[\""spec\"", \""backup\"", \""pitrEnabled\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,,,
lab1_0229/trial-01-0070/0004,"{""field"": ""[\""spec\"", \""backup\"", \""pitrEnabled\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,,,
lab1_0229/trial-01-0070/0005,"{""field"": ""[\""spec\"", \""backup\"", \""pitrEnabled\""]"", ""testcase"": ""boolean-toggle-on""}",,,,,None,,,
lab1_0229/trial-01-0070/0006,"{""field"": ""[\""spec\"", \""services\"", 0, \""serviceName\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster-ACTOKEY"" is invalid: [metadata.name: Invalid value: ""test-cluster-ACTOKEY"": a DNS-1035 label must consist of lower case alphanumeric characters or \'-\', start with an alphabetic character, and end with an alphanumeric character (e.g. \'my-name\',  or \'abc-123\', regex used for validation is \'[a-z]([-a-z0-9]*[a-z0-9])?\'), spec.ports: Required value]' responsible_property=[]",None,,,
lab1_0229/trial-01-0070/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
