Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom,Alarm,Comment
lab1_0229/trial-00-0068/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilyPolicy\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.ipFamilyPolicy: Unsupported value: ""ACTOKEY"": supported values: ""PreferDualStack"", ""RequireDualStack"", ""SingleStack""]' responsible_property=[]",None,,,
lab1_0229/trial-00-0068/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0068/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilyPolicy\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.ipFamilyPolicy: Unsupported value: ""ACTOKEY"": supported values: ""PreferDualStack"", ""RequireDualStack"", ""SingleStack""]' responsible_property=[]",None,,,
lab1_0229/trial-00-0068/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0068/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilyPolicy\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.ipFamilyPolicy: Unsupported value: """": supported values: ""PreferDualStack"", ""RequireDualStack"", ""SingleStack""]' responsible_property=[]",None,,,
lab1_0229/trial-00-0068/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0069/0000,{},,,,,None,,,
lab1_0229/trial-00-0069/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""mountPoint\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-00-0070/0000,{},,,,,None,,,
lab1_0229/trial-00-0070/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""mountPoint\""]"", ""testcase"": ""string-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-00-0071/0000,{},,,,,None,,,
lab1_0229/trial-00-0071/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""mountPoint\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-00-0071/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0071/0003,"{""field"": ""[\""spec\"", \""availabilityPolicy\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-00-0071/0004,"{""field"": ""[\""spec\"", \""availabilityPolicy\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-00-0071/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0071/0006,"{""field"": ""[\""spec\"", \""availabilityPolicy\""]"", ""testcase"": ""zone""}",,,,,None,,,
lab1_0229/trial-00-0071/0007,"{""field"": ""[\""spec\"", \""availabilityPolicy\""]"", ""testcase"": ""node""}",,,,,None,,,
lab1_0229/trial-00-0072/0000,{},,,,,None,,,
lab1_0229/trial-00-0072/0001,"{""field"": ""[\""spec\"", \""terminationPolicy\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-00-0072/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0072/0003,"{""field"": ""[\""spec\"", \""terminationPolicy\""]"", ""testcase"": ""DoNotTerminate""}",,,,,None,,,
lab1_0229/trial-00-0072/0004,"{""field"": ""[\""spec\"", \""terminationPolicy\""]"", ""testcase"": ""Halt""}",,,,,None,,,
lab1_0229/trial-00-0072/0005,"{""field"": ""[\""spec\"", \""terminationPolicy\""]"", ""testcase"": ""Delete""}",,,,,None,,,
lab1_0229/trial-00-0072/0006,"{""field"": ""[\""spec\"", \""terminationPolicy\""]"", ""testcase"": ""WipeOut""}",,,,,None,,,
lab1_0229/trial-00-0072/0007,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\""]"", ""testcase"": ""array-deletion""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='20Gi', curr='NotPresent', path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests"", ""storage""]) system_state_diff=None",None,,,
lab1_0229/trial-00-0073/0000,{},,,,,None,,,
lab1_0229/trial-00-0073/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\""]"", ""testcase"": ""array-push""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='NotPresent', curr=1, path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 1, ""spec"", ""resources"", ""limits"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-00-0074/0000,{},,,,,None,,,
lab1_0229/trial-00-0074/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\""]"", ""testcase"": ""array-pop""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='20Gi', curr='NotPresent', path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests"", ""storage""]) system_state_diff=None",None,,,
lab1_0229/trial-00-0075/0000,{},,,,,None,,,
lab1_0229/trial-00-0075/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\""]"", ""testcase"": ""array-empty""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='20Gi', curr='NotPresent', path=[""spec"", ""componentSpecs"", 0, ""volumeClaimTemplates"", 0, ""spec"", ""resources"", ""requests"", ""storage""]) system_state_diff=None",None,,,
lab1_0229/trial-00-0076/0000,{},,,,,None,,,
lab1_0229/trial-00-0076/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilies\"", 0]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.ipFamilies[0]: Unsupported value: ""ACTOKEY"": supported values: ""IPv4"", ""IPv6""]' responsible_property=[]",None,,,
lab1_0229/trial-00-0076/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0077/0000,{},,,,,None,,,
lab1_0229/trial-00-0077/0001,"{""field"": ""[\""spec\"", \""affinity\"", \""podAntiAffinity\""]"", ""testcase"": ""Required""}",,,,,None,,,
lab1_0229/trial-00-0077/0002,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilies\""]"", ""testcase"": ""array-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.ipFamilies[0]: Unsupported value: ""ACTOKEY"": supported values: ""IPv4"", ""IPv6""]' responsible_property=[]",None,,,
lab1_0229/trial-00-0077/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0077/0004,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilies\""]"", ""testcase"": ""array-pop""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.ipFamilies[0]: Unsupported value: ""ACTOKEY"": supported values: ""IPv4"", ""IPv6""]' responsible_property=[]",None,,,
lab1_0229/trial-00-0077/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0077/0006,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""ipFamilies\""]"", ""testcase"": ""array-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-00-0077/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0078/0000,{},,,,,None,,,
lab1_0229/trial-00-0078/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""clusterIPs\"", 0]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.clusterIPs: Invalid value: []string{""ACTOKEY""}: must be empty when clusterIP is empty, spec.clusterIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-00-0078/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0078/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""clusterIPs\"", 0]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.clusterIPs: Invalid value: []string{""ACTOKEY""}: must be empty when clusterIP is empty, spec.clusterIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-00-0078/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0078/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""clusterIPs\"", 0]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.clusterIPs: Invalid value: []string{""""}: must be empty when clusterIP is empty, spec.clusterIPs[0]: Invalid value: """": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-00-0078/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0079/0000,{},,,,,None,,,
lab1_0229/trial-00-0079/0001,"{""field"": ""[\""spec\"", \""backup\"", \""startingDeadlineMinutes\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-00-0079/0002,"{""field"": ""[\""spec\"", \""backup\"", \""startingDeadlineMinutes\""]"", ""testcase"": ""number-deletion""}",,,,,None,,,
lab1_0229/trial-00-0079/0003,"{""field"": ""[\""spec\"", \""backup\"", \""startingDeadlineMinutes\""]"", ""testcase"": ""number-change""}",,,,,None,,,
lab1_0229/trial-00-0080/0000,{},,,,,None,,,
lab1_0229/trial-00-0080/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\"", \""limits\"", \""ACTOKEY\""]"", ""testcase"": ""number-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-00-0081/0000,{},,,,,None,,,
lab1_0229/trial-00-0081/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\"", \""limits\"", \""ACTOKEY\""]"", ""testcase"": ""number-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-00-0082/0000,{},,,,,None,,,
lab1_0229/trial-00-0082/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\"", \""limits\"", \""ACTOKEY\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-00-0083/0000,{},,,,,None,,,
lab1_0229/trial-00-0083/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\"", \""limits\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-00-0083/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0083/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""annotations\"", \""ACTOKEY\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-00-0083/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0083/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""annotations\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-00-0083/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0083/0007,"{""field"": ""[\""spec\"", \""services\"", 0, \""annotations\"", \""ACTOKEY\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-00-0083/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0084/0000,{},,,,,None,,,
lab1_0229/trial-00-0084/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""tolerations\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-00-0084/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""tolerations\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-00-0084/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""tolerations\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-00-0085/0000,{},,,,,None,,,
lab1_0229/trial-00-0085/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalIPs\"", 0]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.externalIPs[0]: Invalid value: """": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-00-0085/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0086/0000,{},,,,,None,,,
lab1_0229/trial-00-0086/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""enabledLogs\""]"", ""testcase"": ""array-deletion""}",,,,,None,,,
lab1_0229/trial-00-0086/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""enabledLogs\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-00-0086/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""enabledLogs\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-00-0086/0004,"{""field"": ""[\""spec\"", \""affinity\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-00-0086/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""nodeLabels\"", \""ACTOKEY\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]\npod: test-cluster-redis-0',,,None,,,
lab1_0229/trial-00-0087/0000,{},,,,,None,,,
lab1_0229/trial-00-0087/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""nodeLabels\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]\npod: test-cluster-redis-0',,,None,,,
lab1_0229/trial-00-0088/0000,{},,,,,None,,,
lab1_0229/trial-00-0088/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""affinity\"", \""nodeLabels\"", \""ACTOKEY\""]"", ""testcase"": ""string-empty""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]\npod: test-cluster-redis-0',,,None,,,
lab1_0229/trial-00-0089/0000,{},,,,,None,,,
lab1_0229/trial-00-0090/0000,{},,,,,None,,,
lab1_0229/trial-00-0090/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""class\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-00-0090/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""class\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-00-0090/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""classDefRef\"", \""class\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-00-0090/0004,"{""field"": ""[\""spec\"", \""backup\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-00-0090/0005,"{""field"": ""[\""spec\"", \""backup\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-00-0090/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-00-0090/0007,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-00-0090/0008,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-00-0090/0009,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalIPs\""]"", ""testcase"": ""array-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.externalIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-00-0090/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0091/0000,{},,,,,None,,,
lab1_0229/trial-00-0091/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""externalIPs\""]"", ""testcase"": ""array-pop""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: [spec.ports: Required value, spec.externalIPs[0]: Invalid value: ""ACTOKEY"": must be a valid IP address, (e.g. 10.9.8.7 or 2001:db8::ffff)]' responsible_property=[]",None,,,
lab1_0229/trial-00-0091/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0092/0000,{},,,,,None,,,
lab1_0229/trial-00-0092/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""loadBalancerIP\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-00-0092/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0092/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""loadBalancerIP\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-00-0092/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-00-0093/0000,{},,,,,None,,,
lab1_0229/trial-01-0000/0000,{},,,,,None,,,
lab1_0229/trial-01-0000/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""annotations\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0000/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""annotations\"", \""ACTOKEY\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0000/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""services\"", 0, \""annotations\"", \""ACTOKEY\""]"", ""testcase"": ""string-empty""}",,,,"message='Found no matching fields for input' input_diff=Diff(prev='ACTOKEY', curr='', path=[""spec"", ""componentSpecs"", 0, ""services"", 0, ""annotations"", ""ACTOKEY""]) system_state_diff=None",None,,,
lab1_0229/trial-01-0001/0000,{},,,,,None,,,
lab1_0229/trial-01-0001/0001,"{""field"": ""[\""spec\"", \""services\"", 0, \""roleSelector\""]"", ""testcase"": ""string-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0001/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0001/0003,"{""field"": ""[\""spec\"", \""services\"", 0, \""roleSelector\""]"", ""testcase"": ""string-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0001/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0001/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""roleSelector\""]"", ""testcase"": ""string-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0001/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0002/0000,{},,,,,None,,,
lab1_0229/trial-01-0002/0001,"{""field"": ""[\""spec\"", \""network\"", \""publiclyAccessible\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0002/0002,"{""field"": ""[\""spec\"", \""network\"", \""publiclyAccessible\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,,,
lab1_0229/trial-01-0002/0003,"{""field"": ""[\""spec\"", \""network\"", \""publiclyAccessible\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,,,
lab1_0229/trial-01-0002/0004,"{""field"": ""[\""spec\"", \""network\"", \""publiclyAccessible\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,,,
lab1_0229/trial-01-0002/0005,"{""field"": ""[\""spec\"", \""network\"", \""publiclyAccessible\""]"", ""testcase"": ""boolean-toggle-on""}",,,,,None,,,
lab1_0229/trial-01-0002/0006,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""sessionAffinityConfig\""]"", ""testcase"": ""object-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0002/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0002/0008,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""sessionAffinityConfig\""]"", ""testcase"": ""object-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0002/0009,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0003/0000,{},,,,,None,,,
lab1_0229/trial-01-0004/0000,{},,,,,None,,,
lab1_0229/trial-01-0004/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\"", \""claims\""]"", ""testcase"": ""array-push""}",,,,,None,,,
lab1_0229/trial-01-0004/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0004/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\"", \""claims\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0004/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""resources\"", \""claims\""]"", ""testcase"": ""array-pop""}",,,,,None,,,
lab1_0229/trial-01-0004/0005,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""sessionAffinityConfig\"", \""clientIP\""]"", ""testcase"": ""object-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0004/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0004/0007,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""sessionAffinityConfig\"", \""clientIP\""]"", ""testcase"": ""object-empty""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0004/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0005/0000,{},,,,,None,,,
lab1_0229/trial-01-0005/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""volumeClaimTemplates\"", 0, \""spec\"", \""resources\"", \""requests\""]"", ""testcase"": ""object-deletion""}",,,,,None,,,
lab1_0229/trial-01-0005/0002,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""subPath\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0005/0003,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""subPath\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
lab1_0229/trial-01-0005/0004,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""subPath\""]"", ""testcase"": ""string-change""}",,,,,None,,,
lab1_0229/trial-01-0005/0005,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""configMapRefs\"", 0, \""subPath\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0006/0000,{},,,,,None,,,
lab1_0229/trial-01-0006/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""issuer\"", \""secretRef\"", \""cert\""]"", ""testcase"": ""string-empty""}",,,,,None,,,
lab1_0229/trial-01-0006/0002,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""healthCheckNodePort\""]"", ""testcase"": ""number-deletion""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0006/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0006/0004,"{""field"": ""[\""spec\"", \""services\"", 0, \""spec\"", \""healthCheckNodePort\""]"", ""testcase"": ""number-change""}",,,,"message='Invalid input determined from status message: Service ""test-cluster"" is invalid: spec.ports: Required value' responsible_property=[]",None,,,
lab1_0229/trial-01-0006/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,,,
lab1_0229/trial-01-0006/0006,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""optional\""]"", ""testcase"": ""boolean-deletion""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0007/0000,{},,,,,None,,,
lab1_0229/trial-01-0007/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""optional\""]"", ""testcase"": ""boolean-toggle-off""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0008/0000,{},,,,,None,,,
lab1_0229/trial-01-0008/0001,"{""field"": ""[\""spec\"", \""componentSpecs\"", 0, \""userResourceRefs\"", \""secretRefs\"", 0, \""secret\"", \""optional\""]"", ""testcase"": ""boolean-toggle-on""}",,message='statefulset: test-cluster-redis replicas [1] ready_replicas [None]',,,None,,,
lab1_0229/trial-01-0009/0000,{},,,,,None,,,
lab1_0229/trial-01-0009/0001,"{""field"": ""[\""spec\"", \""backup\"", \""retentionPeriod\""]"", ""testcase"": ""string-deletion""}",,,,,None,,,
