Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom
acto_result/trial-02-0005/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-02-0006/0000,{},,,,,None,
acto_result/trial-02-0006/0001,"{""field"": ""[\""spec\"", \""advanced\"", \""scalingModifiers\"", \""metricType\""]"", ""testcase"": ""string-deletion""}",,,,,None,
acto_result/trial-02-0006/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-02-0006/0003,"{""field"": ""[\""spec\"", \""advanced\"", \""scalingModifiers\"", \""metricType\""]"", ""testcase"": ""string-change""}",,,,,None,
acto_result/trial-02-0006/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-02-0006/0005,"{""field"": ""[\""spec\"", \""advanced\"", \""scalingModifiers\"", \""metricType\""]"", ""testcase"": ""string-empty""}",,,,,None,
acto_result/trial-02-0006/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-02-0006/0007,"{""field"": ""[\""spec\"", \""idleReplicaCount\""]"", ""testcase"": ""number-deletion""}",,,,,None,
acto_result/trial-02-0006/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-02-0006/0009,"{""field"": ""[\""spec\"", \""idleReplicaCount\""]"", ""testcase"": ""number-change""}",,,,,None,
acto_result/trial-02-0006/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0000/0000,{},,,,,None,
acto_result/trial-03-0000/0001,"{""field"": ""[\""spec\"", \""triggers\"", 0, \""authenticationRef\"", \""kind\""]"", ""testcase"": ""string-change""}",,,,,None,
acto_result/trial-03-0000/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0000/0003,"{""field"": ""[\""spec\"", \""triggers\"", 0, \""authenticationRef\"", \""kind\""]"", ""testcase"": ""string-empty""}",,,,,None,
acto_result/trial-03-0000/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0000/0005,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\"", \""scaleDown\"", \""policies\"", 0, \""periodSeconds\""]"", ""testcase"": ""number-deletion""}",,,,,None,
acto_result/trial-03-0000/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0000/0007,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\"", \""scaleDown\"", \""policies\"", 0, \""periodSeconds\""]"", ""testcase"": ""number-change""}",,,,,None,
acto_result/trial-03-0000/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0000/0009,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\"", \""scaleDown\"", \""policies\""]"", ""testcase"": ""array-deletion""}",,,,,None,
acto_result/trial-03-0000/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0001/0000,{},,,,,None,
acto_result/trial-03-0001/0001,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\"", \""scaleDown\"", \""policies\""]"", ""testcase"": ""array-push""}",,,,,None,
acto_result/trial-03-0001/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0001/0003,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\"", \""scaleDown\"", \""policies\""]"", ""testcase"": ""array-pop""}",,,,,None,
acto_result/trial-03-0001/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0001/0005,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\"", \""scaleDown\"", \""policies\""]"", ""testcase"": ""array-empty""}",,,,,None,
acto_result/trial-03-0001/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0001/0007,"{""field"": ""[\""spec\"", \""scaleTargetRef\"", \""apiVersion\""]"", ""testcase"": ""string-deletion""}",,,,,None,
acto_result/trial-03-0001/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0001/0009,"{""field"": ""[\""spec\"", \""scaleTargetRef\"", \""apiVersion\""]"", ""testcase"": ""string-change""}",,,,,None,
acto_result/trial-03-0001/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0002/0000,{},,,,,None,
acto_result/trial-03-0003/0000,{},,,,,None,
acto_result/trial-03-0003/0001,"{""field"": ""[\""spec\"", \""triggers\"", 0, \""useCachedMetrics\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,
acto_result/trial-03-0003/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0003/0003,"{""field"": ""[\""spec\"", \""triggers\"", 0, \""useCachedMetrics\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,
acto_result/trial-03-0003/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0003/0005,"{""field"": ""[\""spec\"", \""triggers\"", 0, \""useCachedMetrics\""]"", ""testcase"": ""boolean-toggle-on""}",,,,,None,
acto_result/trial-03-0003/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0003/0007,"{""field"": ""[\""spec\"", \""advanced\"", \""scalingModifiers\"", \""target\""]"", ""testcase"": ""string-deletion""}",,,,,None,
acto_result/trial-03-0003/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0003/0009,"{""field"": ""[\""spec\"", \""advanced\"", \""scalingModifiers\"", \""target\""]"", ""testcase"": ""string-change""}",,,,,None,
acto_result/trial-03-0003/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0004/0000,{},,,,,None,
acto_result/trial-03-0004/0001,"{""field"": ""[\""spec\"", \""advanced\"", \""scalingModifiers\"", \""target\""]"", ""testcase"": ""string-empty""}",,,,,None,
acto_result/trial-03-0004/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0004/0003,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\"", \""scaleDown\"", \""policies\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,
acto_result/trial-03-0004/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0004/0005,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\"", \""scaleDown\"", \""policies\"", 0]"", ""testcase"": ""object-empty""}",,,,,None,
acto_result/trial-03-0004/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0004/0007,"{""field"": ""[\""spec\"", \""triggers\"", 0, \""metricType\""]"", ""testcase"": ""string-deletion""}",,,,,None,
acto_result/trial-03-0004/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0004/0009,"{""field"": ""[\""spec\"", \""triggers\"", 0, \""metricType\""]"", ""testcase"": ""string-change""}",,,,,None,
acto_result/trial-03-0004/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0005/0000,{},,,,,None,
acto_result/trial-03-0006/0000,{},,,,,None,
acto_result/trial-03-0006/0001,"{""field"": ""[\""spec\"", \""advanced\"", \""restoreToOriginalReplicaCount\""]"", ""testcase"": ""boolean-deletion""}",,,,,None,
acto_result/trial-03-0006/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0006/0003,"{""field"": ""[\""spec\"", \""advanced\"", \""restoreToOriginalReplicaCount\""]"", ""testcase"": ""boolean-toggle-off""}",,,,,None,
acto_result/trial-03-0006/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0006/0005,"{""field"": ""[\""spec\"", \""advanced\"", \""restoreToOriginalReplicaCount\""]"", ""testcase"": ""boolean-toggle-on""}",,,,,None,
acto_result/trial-03-0006/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0006/0007,"{""field"": ""[\""spec\"", \""advanced\""]"", ""testcase"": ""object-deletion""}",,,,,None,
acto_result/trial-03-0006/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0006/0009,"{""field"": ""[\""spec\"", \""advanced\""]"", ""testcase"": ""object-empty""}",,,,,None,
acto_result/trial-03-0006/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0007/0000,{},,,,,None,
acto_result/trial-03-0007/0001,"{""field"": ""[\""spec\"", \""maxReplicaCount\""]"", ""testcase"": ""number-deletion""}",,,,,None,
acto_result/trial-03-0007/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0007/0003,"{""field"": ""[\""spec\"", \""maxReplicaCount\""]"", ""testcase"": ""number-change""}",,,,,None,
acto_result/trial-03-0007/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0007/0005,"{""field"": ""[\""spec\"", \""minReplicaCount\""]"", ""testcase"": ""number-deletion""}",,,,,None,
acto_result/trial-03-0007/0006,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0007/0007,"{""field"": ""[\""spec\"", \""minReplicaCount\""]"", ""testcase"": ""number-change""}",,,,,None,
acto_result/trial-03-0007/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
acto_result/trial-03-0007/0009,"{""field"": ""[\""spec\"", \""advanced\"", \""horizontalPodAutoscalerConfig\"", \""behavior\""]"", ""testcase"": ""object-deletion""}",,,,,None,
acto_result/trial-03-0007/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
