Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom
testrun-2024-01-23-14-44/trial-00-0007/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0007/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""templates\"", \""podTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0008/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0001,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""Yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0002,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0003,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""Off""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0004,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""off""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0005,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""On""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0006,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""on""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""stop""]",,None,
testrun-2024-01-23-14-44/trial-00-0009/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0008,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""Disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0009/0009,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0010/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0010/0001,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""Enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0010/0002,"{""field"": ""[\""spec\"", \""stop\""]"", ""testcase"": ""enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""volumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""volumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""volumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""volumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0009,"{""field"": ""[\""spec\"", \""reconciling\"", \""configMapPropagationTimeout\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0011/0010,"{""field"": ""[\""spec\"", \""reconciling\"", \""configMapPropagationTimeout\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0012/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0012/0001,"{""field"": ""[\""spec\"", \""reconciling\"", \""configMapPropagationTimeout\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0012/0002,"{""field"": ""[\""spec\"", \""reconciling\"", \""configMapPropagationTimeout\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0012/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""settings\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0001,"{""field"": ""[\""spec\"", \""templating\"", \""policy\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0002,"{""field"": ""[\""spec\"", \""templating\"", \""policy\""]"", ""testcase"": ""auto""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0003,"{""field"": ""[\""spec\"", \""templating\"", \""policy\""]"", ""testcase"": ""manual""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0004,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""configMap\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0005,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""configMap\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0006,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""configMap\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0007,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""configMap\""]"", ""testcase"": ""Retain""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0008,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""reconcileFailedObjects\"", \""configMap\""]"", ""testcase"": ""Delete""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0009,"{""field"": ""[\""spec\"", \""reconciling\"", \""policy\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0013/0010,"{""field"": ""[\""spec\"", \""reconciling\"", \""policy\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0014/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0014/0001,"{""field"": ""[\""spec\"", \""reconciling\"", \""policy\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0014/0002,"{""field"": ""[\""spec\"", \""reconciling\"", \""policy\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0014/0003,"{""field"": ""[\""spec\"", \""reconciling\"", \""policy\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0003,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0004,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": ""Unspecified""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0005,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": ""Shard""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0006,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": ""Replica""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0007,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": ""Cluster""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0008,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": ""ClickHouseInstallation""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0015/0009,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""scope\""]"", ""testcase"": ""Namespace""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0016/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0016/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0016/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0017/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0017/0001,"{""field"": ""[\""spec\"", \""templates\"", \""hostTemplates\"", 0, \""spec\"", \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0017/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\""]"", ""testcase"": ""object-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""layout"", ""shards"", 0, ""replicas"", 0, ""templates"", ""clusterServiceTemplate""]",,None,
testrun-2024-01-23-14-44/trial-00-0018/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0002,"{""field"": ""[\""spec\"", \""templating\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0003,"{""field"": ""[\""spec\"", \""templating\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0004,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0005,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0006,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0007,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""hostTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""port\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0018/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""port\""]"", ""testcase"": ""number-deletion""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""zookeeper"", ""nodes"", 0, ""port""]",,None,
testrun-2024-01-23-14-44/trial-00-0018/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0019/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0019/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""port\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0019/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""nodes\"", 0, \""port\""]"", ""testcase"": ""number-change""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""zookeeper"", ""nodes"", 0, ""port""]",,None,
testrun-2024-01-23-14-44/trial-00-0019/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0020/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0020/0001,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0, \""provisioner\""]"", ""testcase"": ""Operator""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0020/0002,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0021/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0021/0001,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0, \""name\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0021/0002,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0, \""name\""]"", ""testcase"": ""string-empty""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [0] ready_replicas [None]',message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-00-0022/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0022/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""zookeeper\"", \""nodes\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0022/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shardsCount\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0022/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shardsCount\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0022/0004,"{""field"": ""[\""spec\"", \""useTemplates\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""useTemplates"", 0, ""name""]",,None,
testrun-2024-01-23-14-44/trial-00-0022/0005,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0022/0006,"{""field"": ""[\""spec\"", \""useTemplates\"", 0, \""name\""]"", ""testcase"": ""string-change""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""useTemplates"", 0, ""name""]",,None,
testrun-2024-01-23-14-44/trial-00-0022/0007,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""topologyKey\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""value\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""value\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-00-0023/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""value\""]"", ""testcase"": ""string-change""}",,,,,None,
