Trial number,Testcase,Crash,Health,Operator log,Consistency,Differential,Custom
testrun-2024-01-23-14-44/trial-04-0016/0007,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\"", 0, \""spec\"", \""accessModes\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0016/0008,"{""field"": ""[\""spec\"", \""templates\"", \""serviceTemplates\"", 0, \""spec\"", \""accessModes\""]"", ""testcase"": ""array-pop""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0016/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""name\""]"", ""testcase"": ""string-deletion""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""layout"", ""replicas"", 0, ""shards"", 0, ""name""]",,None,
testrun-2024-01-23-14-44/trial-04-0016/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0017/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0017/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""name\""]"", ""testcase"": ""string-change""}",,,"message='Invalid input detected' responsible_property=[""spec"", ""configuration"", ""clusters"", 0, ""layout"", ""replicas"", 0, ""shards"", 0, ""name""]",,None,
testrun-2024-01-23-14-44/trial-04-0017/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""Off""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""off""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""On""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""on""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""Disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""disable""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""Enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0018/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0019/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0019/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\"", \""auto\""]"", ""testcase"": ""Disabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""False""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""false""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""True""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""true""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""No""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""no""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""Yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""yes""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0020/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""Off""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0021/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0021/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secure\""]"", ""testcase"": ""off""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0022/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0022/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""Disable""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-04-0022/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0022/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""disable""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-04-0022/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0022/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""Enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0022/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""enable""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0022/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""Disabled""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-04-0022/0008,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0022/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""disabled""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-04-0022/0010,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0023/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0023/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""Enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0023/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""insecure\""]"", ""testcase"": ""enabled""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0023/0003,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0023/0004,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0023/0005,"{""field"": ""[\""spec\"", \""defaults\"", \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0024/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0024/0001,"{""field"": ""[\""spec\"", \""reconciling\"", \""cleanup\"", \""unknownObjects\"", \""service\""]"", ""testcase"": ""Delete""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0024/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0024/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0024/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0024/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""shardServiceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0024/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]',,,None,
testrun-2024-01-23-14-44/trial-04-0025/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0025/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]',,,None,
testrun-2024-01-23-14-44/trial-04-0026/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0026/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0026/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0026/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0026/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0026/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""secure\""]"", ""testcase"": ""0""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicasCount\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""schemaPolicy\"", \""replica\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""schemaPolicy\"", \""replica\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""schemaPolicy\"", \""replica\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""schemaPolicy\"", \""replica\""]"", ""testcase"": ""None""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""schemaPolicy\"", \""replica\""]"", ""testcase"": ""All""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0008,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""secret\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0027/0009,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""files\""]"", ""testcase"": ""object-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0028/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0028/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""interserverHTTPPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0028/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""interserverHTTPPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0028/0003,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0029/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0029/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0029/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0029/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""serviceTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0029/0004,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""spec\""]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0029/0005,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""zone\"", \""values\""]"", ""testcase"": ""array-deletion""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]\npod: chi-test-cluster-replicated-0-0-0',,,None,
testrun-2024-01-23-14-44/trial-04-0030/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0030/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""zone\"", \""values\""]"", ""testcase"": ""array-push""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0030/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""zone\"", \""values\""]"", ""testcase"": ""array-push""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]\npod: chi-test-cluster-replicated-0-0-0',,,None,
testrun-2024-01-23-14-44/trial-04-0031/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0031/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""zone\"", \""values\""]"", ""testcase"": ""array-pop""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0031/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""zone\"", \""values\""]"", ""testcase"": ""array-pop""}",,message='statefulset: chi-test-cluster-replicated-0-0 replicas [1] ready_replicas [None]\npod: chi-test-cluster-replicated-0-0-0',,,None,
testrun-2024-01-23-14-44/trial-04-0032/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-04-0032/0001,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""zone\"", \""values\""]"", ""testcase"": ""array-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0032/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""tlsPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0032/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""tlsPort\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0032/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-04-0032/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""tlsPort\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0002,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""shards\"", 0, \""templates\"", \""dataVolumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""operation_timeout_ms\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""operation_timeout_ms\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0007,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""zookeeper\"", \""operation_timeout_ms\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0000/0008,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-deletion""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-05-0000/0009,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0001/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-05-0001/0001,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0001/0002,"{""field"": ""[\""spec\"", \""templates\"", \""volumeClaimTemplates\"", 0, \""spec\"", \""accessModes\"", 0]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0001/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""clusterServiceTemplate\""]"", ""testcase"": ""string-deletion""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-05-0001/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0001/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""templates\"", \""clusterServiceTemplate\""]"", ""testcase"": ""string-change""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-05-0001/0006,"{""field"": """", ""testcase"": ""revert""}",,message='statefulset: chi-test-cluster-replicated-0-1 replicas [0] ready_replicas [None]',,,None,
testrun-2024-01-23-14-44/trial-05-0002/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0001,"{""field"": ""[\""spec\"", \""restart\""]"", ""testcase"": ""RollingUpdate""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0002,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0]"", ""testcase"": ""object-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0004,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""replicas\"", 0, \""templates\"", \""logVolumeClaimTemplate\""]"", ""testcase"": ""string-empty""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0007,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""number\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0008,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""number\""]"", ""testcase"": ""number-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0002/0009,"{""field"": ""[\""spec\"", \""templates\"", \""podTemplates\"", 0, \""podDistribution\"", 0, \""number\""]"", ""testcase"": ""number-change""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0003/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-05-0003/0001,"{""field"": ""[\""spec\"", \""namespaceDomainPattern\""]"", ""testcase"": ""string-deletion""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-05-0003/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0003/0003,"{""field"": ""[\""spec\"", \""namespaceDomainPattern\""]"", ""testcase"": ""string-change""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-05-0003/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0001,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0002,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""string-deletion""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0003,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": """"}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0004,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""0""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0005,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""1""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0006,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""False""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0007,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""false""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0008,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""True""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0004/0009,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""true""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0005/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-05-0005/0001,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""No""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0005/0002,"{""field"": ""[\""spec\"", \""defaults\"", \""replicasUseFQDN\""]"", ""testcase"": ""no""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0006/0000,{},,,,,None,
testrun-2024-01-23-14-44/trial-05-0006/0001,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""insecure\""]"", ""testcase"": ""False""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-05-0006/0002,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0006/0003,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""insecure\""]"", ""testcase"": ""false""}",,,message='Invalid input detected' responsible_property=[],,None,
testrun-2024-01-23-14-44/trial-05-0006/0004,"{""field"": """", ""testcase"": ""revert""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0006/0005,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""insecure\""]"", ""testcase"": ""True""}",,,,,None,
testrun-2024-01-23-14-44/trial-05-0006/0006,"{""field"": ""[\""spec\"", \""configuration\"", \""clusters\"", 0, \""layout\"", \""shards\"", 0, \""replicas\"", 0, \""insecure\""]"", ""testcase"": ""true""}",,,,,None,
